hate_category_1,hate_category_2,explanation,english,Amharic,afaan_oromo,Tigregna,otherspellings
Gender,,"According to CIR & TikTok Workshop participtants, there is often victim blaming of women online if they are sexually assaulted or recipients of TFGBV. This normalises control, discipline, and even violence as acceptable behaviour. ",She was asking for it,ፈልጋው ነው,,,
Gender,,"According to CIR & TikTok Workshop participtants, there is often victim blaming of women online if they are sexually assaulted or recipients of TFGBV. This normalises control, discipline, and even violence as acceptable behaviour. ",It’s her behaviour that invited it,አኳኋኗ ጠርቶት ነው,,,
Gender,,"According to CIR & TikTok Workshop participtants, there is often victim blaming of women online if they are sexually assaulted or recipients of TFGBV. This normalises control, discipline, and even violence as acceptable behaviour. ",It’s her dressing that invites it,በአለባበሷ ነው፣ ,,,
Gender,,"According to CIR & TikTok Workshop participtants, there is often victim blaming of women online if they are sexually assaulted or recipients of TFGBV. This normalises control, discipline, and even violence as acceptable behaviour. ",She was attacked because of her behaviour; she has no morals,በአለባበሷ ነው፣ ስነስርዓት የላትም ,,,
Gender,,"According to CIR & TikTok Workshop participtants, there is often victim blaming of women online if they are sexually assaulted or recipients of TFGBV. This normalises control, discipline, and even violence as acceptable behaviour. ",What she wears causes men to misbehave,አለባብሷ ወንድ ያሳስታል,,,
Gender,,"According to CIR workshop participants, “tramp” shames sexual behaviour, often targeting both men and women, to delegitimise autonomy and reinforce gendered moral standards.",tramp,ጋለሞታ,Gaalamoota,ሽርሙጣ,
Gender,,"According to CIR workshop participants, “tramp” shames sexual behaviour, often targeting both men and women, to delegitimise autonomy and reinforce gendered moral standards.",,ሸሌ,Sagaagaltuu,,
Gender,,"According to CIR workshop participants, “tramp” shames sexual behaviour, often targeting both men and women, to delegitimise autonomy and reinforce gendered moral standards.",,ሸርሙጣ,Shaarmuxaa,,
Gender,,"According to CIR workshop participants, “tramp” shames sexual behaviour, often targeting both men and women, to delegitimise autonomy and reinforce gendered moral standards.",,ሂያጅ,Shallee,,
Gender,,"According to CIR workshop participants, “tramp” shames sexual behaviour, often targeting both men and women, to delegitimise autonomy and reinforce gendered moral standards.",,,Deemmattuu,,
Gender,,"According to CIR workshop participants, “transgender” is sometimes weaponised in abusive messages to insult, delegitimise identity, or exclude individuals from social or online spaces.",transgender,ፆታ ቀያሪ,Shuushee,ፆታ ዝቐየረ,
Gender,,"According to CIR workshop participants, “transvestite” is used as a slur to police gender expression, mock appearance, and delegitimise anyone who does not conform to binary gender norms.",transvestite,የወንድ ልብስ የምትለብስ,shuushee,,
Gender,,"According to CIR workshop participants, “transvestite” is used as a slur to police gender expression, mock appearance, and delegitimise anyone who does not conform to binary gender norms.",,የሴት ልብስ የሚለብስ,Akka dhiiraa,,
Gender,,"According to CIR workshop participants, “transvestite” is used as a slur to police gender expression, mock appearance, and delegitimise anyone who does not conform to binary gender norms.",,,Akka Nadheenii,,
Gender,,"According to CIR workshop participants, this term is used against women who people think are sexually promiscuous. It comes from the purity culture and means something that everyone uses like a public toilet. ",trash,የሕዝብ ሽንት ቤት ,Kosii,ጉሓፍ,
Gender,,"According to CIR workshop participants, this term is used against women who people think are sexually promiscuous. It comes from the purity culture and means something that everyone uses like a public toilet. ",rubbish,,Balfaa,ሓፋሽ ሽንት ቤት,
Gender,,"According to CIR workshop participants, this term is used against women who people think are sexually promiscuous. It comes from the purity culture and means something that everyone uses like a public toilet. ",public toilet,,pooppoo,,
Gender,,"According to CIR workshop participants, this term is used against women who people think are sexually promiscuous. It comes from the purity culture and means something that everyone uses like a public toilet. ",,,mana finacaanii uummataa,,
Gender,,"According to CIR workshop participants, “trollop” is a derogatory term used to shame women for their sexual behaviour, reinforcing misogynistic double standards.",trollop,ሒያጅ,Ejjituu,ሻርሙጣ,
Gender,,"According to CIR workshop participants, “trollop” is a derogatory term used to shame women for their sexual behaviour, reinforcing misogynistic double standards.",,ሸርሙጣ,,,
Gender,,"According to CIR workshop participants, “trophy wife” is used to reduce women to objects valued only for appearance or status, undermining agency and professional or personal identity.",trophy wife,ጥቅመኛ,Niitii sooressaa,ጥቕመኛ ሰበይቲ,
Gender,,"According to CIR workshop participants, “trophy wife” is used to reduce women to objects valued only for appearance or status, undermining agency and professional or personal identity.",,ገንዘብ ወዳድ,jaartii abbaa qabeenyaa,,
Gender,,"According to CIR workshop participants, “twat” is a vulgar insult aimed at demean­ing someone’s character or gender, used against both men and women in abusive messages. The term is inherently gendered as it also can refer to a woman's vagina.",twat,እምስ,Muxxee,ምጥሪ,
Gender,,"According to CIR workshop participants, “twat” is a vulgar insult aimed at demean­ing someone’s character or gender, used against both men and women in abusive messages. The term is inherently gendered as it also can refer to a woman's vagina.",,,,ዘይረብሕ ሰብ,
Gender,,"According to CIR workshop participants, “ugly” or “unattractive” is used to shame people for their appearance, undermining self-worth and reinforcing harmful beauty standards, applicable to any gender.",ugly,ቀፋፊ,fokkistuu,መፅልኢ,
Gender,,"According to CIR workshop participants, “ugly” or “unattractive” is used to shame people for their appearance, undermining self-worth and reinforcing harmful beauty standards, applicable to any gender.",You’re too ugly to speak your mind,አስጠሊታ ,Bengedee,መፅልኢ,
Gender,,"According to CIR workshop participants, “ugly” or “unattractive” is used to shame people for their appearance, undermining self-worth and reinforcing harmful beauty standards, applicable to any gender.",Ugly hag,መልከ ጥፉ,Bushooftuu,መልከ ጥፉዕ,
Gender,,"According to CIR workshop participants, “ugly” or “unattractive” is used to shame people for their appearance, undermining self-worth and reinforcing harmful beauty standards, applicable to any gender.",You only look good because of filters,አስቀያሚ,Godeettii,መፅልኢ,
Gender,,"According to CIR workshop participants, “ugly” or “unattractive” is used to shame people for their appearance, undermining self-worth and reinforcing harmful beauty standards, applicable to any gender.",You only look good because of makeup,የአፈር ገንፎ,Marqaa,ደስ ደስ ዘይብላ፣ ዘይማርኽ,
Gender,,"According to CIR workshop participants, “ugly” or “unattractive” is used to shame people for their appearance, undermining self-worth and reinforcing harmful beauty standards, applicable to any gender.",ugly and shameless,ወይ አታምር ወይ አታፍር,,,
Gender,,"According to CIR workshop participants, “ugly” or “unattractive” is used to shame people for their appearance, undermining self-worth and reinforcing harmful beauty standards, applicable to any gender.",uglyandproud,,,,
Gender,,"According to CIR workshop participants, “ugly” or “unattractive” is used to shame people for their appearance, undermining self-worth and reinforcing harmful beauty standards, applicable to any gender.",I know who you are and how you looked before — stop pretending,ማን እንደነበርሽ፣ ምን እንደምትመስይ አውቃለሁ አታስመስይ,dhandhoonamtuu,,
Gender,,"According to CIR & TikTok workshop participants, the word for uncircumsised in Ethiopian languages often carries the weight of shame, as can be seen through the way the language also carries additional meanings. The words listed here can also mean ""infidel, slut, tramp, and harlot"".",uncircumcised,ያልተገረዘች,dhaqna-hin qabannee,,dhaqna hin qabanne
Gender,,"According to CIR & TikTok workshop participants, the word for uncircumsised in Ethiopian languages often carries the weight of shame, as can be seen through the way the language also carries additional meanings. The words listed here can also mean ""infidel, slut, tramp, and harlot"".",infidel,,Kan muxxeen qaaraa,,
Gender,,"According to CIR & TikTok workshop participants, the word for uncircumsised in Ethiopian languages often carries the weight of shame, as can be seen through the way the language also carries additional meanings. The words listed here can also mean ""infidel, slut, tramp, and harlot"".",slut,,,,
Gender,,"According to CIR & TikTok workshop participants, the word for uncircumsised in Ethiopian languages often carries the weight of shame, as can be seen through the way the language also carries additional meanings. The words listed here can also mean ""infidel, slut, tramp, and harlot"".",tramp,,,,
Gender,,"According to CIR & TikTok workshop participants, the word for uncircumsised in Ethiopian languages often carries the weight of shame, as can be seen through the way the language also carries additional meanings. The words listed here can also mean ""infidel, slut, tramp, and harlot"".",harlot,,,,
Gender,,"According to CIR workshop participants, “undesirable” is used to dismiss someone as unworthy or unfit socially or romantically, and can target anyone.",undesirable,የማትፈለግ,Balfamtuu,ዘይትድለ,
Gender,,"According to CIR workshop participants, “unlovable” attacks a person’s sense of self and emotional value, commonly weaponised in online abuse against all genders.",unlovable,የማትወደድ,Simbo dhabeettii,ዘይትፍቶ,
Gender,,"According to CIR workshop participants, “unruly” is used to police behaviour, often targeting women who challenge expectations, framing independence as deviance.",Unruly,ጋጠወጥ,Sirna dhalbeettii,ዘይተገዛአ,
Gender,,"According to CIR workshop participants, “unruly” is used to police behaviour, often targeting women who challenge expectations, framing independence as deviance.",,,Safu-hin beeknee,,
Gender,,"According to CIR workshop participants, “unwanted” is used to delegitimise someone’s presence, contributions, or relationships, and can be applied to men or women. Futher, the term ""?? ???"" means unhinged, unwanted, or wild seed",unwanted,ፈላጊ አልባ,Qoollifatamaa,ደለይቲ ዘይብላ,
,,"According to CIR workshop participants, “unwanted” is used to delegitimise someone’s presence, contributions, or relationships, and can be applied to men or women. Futher, the term ""?? ???"" means unhinged, unwanted, or wild seed",,ቀውስ,,,
Gender,,"According to CIR workshop participants, “unwanted” is used to delegitimise someone’s presence, contributions, or relationships, and can be applied to men or women. Futher, the term ""?? ???"" means unhinged, unwanted, or wild seed",unhinged,ሐብሐብ,Harma,ብርጭቕ,
Gender,,"According to CIR workshop participants, “unwanted” is used to delegitimise someone’s presence, contributions, or relationships, and can be applied to men or women. Futher, the term ""?? ???"" means unhinged, unwanted, or wild seed",wild seed,ፈላጊ የሌላት,Qoollifatamtuu,,
Gender,,"According to CIR workshop participants, “uptight” is used to mock someone perceived as overly cautious or serious, undermining credibility or social standing across genders.",uptight,አካባጅ,Dallantuu,መካበዲ,
Gender,,"According to CIR workshop participants, “uptight” is used to mock someone perceived as overly cautious or serious, undermining credibility or social standing across genders.",,,Bokoktuu,,
Gender,,"According to CIR workshop participants, “useless” is used to belittle capability, agency, or contributions, targeting both men and women in abusive contexts.",useless,ከንቱ,Nama faayidaa hin qabne,ዘይረብሕ,
Gender,,"According to CIR workshop participants, “useless” is used to belittle capability, agency, or contributions, targeting both men and women in abusive contexts.",,የማይረባ,Gatii hin-qabnee,,
Gender,,"According to CIR workshop participants, “useless” is used to belittle capability, agency, or contributions, targeting both men and women in abusive contexts.",vagina,እምስ,Muxxee,ምጥሪ,
Gender,,"According to CIR workshop participants, “useless” is used to belittle capability, agency, or contributions, targeting both men and women in abusive contexts.",pussy,,,,
Gender,,"According to CIR workshop participants, “wag” (wife and girlfriend, often used in reference to the partners of sportsmen) is used to reduce women to status symbols or possessions rather than individuals with agency. ",wag,,,,
Gender,,"According to CIR workshop participants, “weak” is used to question strength, competence, or resilience, applied to both men and women to demean capability.",weak,ልፍስፍስ,Dadhabaa,ደካማ,
Gender,,"According to CIR workshop participants, “weak” is used to question strength, competence, or resilience, applied to both men and women to demean capability.",,ሰነፍ,Dadhabduu,ሰነፍ,
Gender,,"According to CIR workshop participants, “weak” is used to question strength, competence, or resilience, applied to both men and women to demean capability.",,ለንቋሳ,Mogolee hin-qabnee,,
Gender,,"According to CIR workshop participants, “weak” is used to question strength, competence, or resilience, applied to both men and women to demean capability.",,,Mogole-Buaa,,
Gender,,"According to CIR workshop participants, “weak” is used to question strength, competence, or resilience, applied to both men and women to demean capability.",,,Mogole-Buutuu,,
Gender,,"According to CIR workshop participants, “weak” is used to question strength, competence, or resilience, applied to both men and women to demean capability.",,,Jilba Laafessa,,
Gender,,"According to CIR workshop participants, “weak” is used to question strength, competence, or resilience, applied to both men and women to demean capability.",,,Jilba Laafettii,,
Gender,,"According to CIR workshop participants, “wench” is a historic and misogynistic term used to demean women, implying low status, immorality, or sexual availability.",wench,ሸርሙጣ,Ejjituu,ሻርሙጣ,
Gender,,"According to CIR workshop participants, “wench” is a historic and misogynistic term used to demean women, implying low status, immorality, or sexual availability.",,,,ርኽስቲ ጓል,
Gender,,"According to CIR workshop participants, “get married” is often used to pressure women to conform to societal expectations, policing personal choices and autonomy.",get married,አግቢ,,,
Gender,,"According to CIR workshop participants, “unmarried” is used to shame women for not marrying, implying their value is tied to marital status. A standby here is slang for ""unmarried"".",unmarried,ያላገባች,,,
Gender,,"According to CIR workshop participants, “unmarried” is used to shame women for not marrying, implying their value is tied to marital status. A standby here is slang for ""unmarried"".",unwanted,ቆሞ ቀር ,,,
Gender,,"According to CIR workshop participants, “unmarried” is used to shame women for not marrying, implying their value is tied to marital status. A standby here is slang for ""unmarried"".",forever single,,,,
Gender,,"According to CIR workshop participants, “unmarried” is used to shame women for not marrying, implying their value is tied to marital status. A standby here is slang for ""unmarried"".",standby,,,,Komo ker
Gender,,"According to CIR & TikTok workshop participants, this is a famous Amharic saying that means ""when too many women are involved, things get ruined""","when too many women are involved, things get ruined",ሴት በዛ ጎመን ጠነዛ ,,,
Gender,,"According to CIR workshop participants, this question is often used as a form of social policing, reinforcing the idea that a woman’s worth depends on compliance with patriarchal norms.",Why won’t you get married?,አታገቢም,Hin Heerumtu,ንምንታይ ዘይትምርዖዊ?,
Gender,,"According to CIR workshop participants, “wife” can be used in abusive contexts to reduce a woman’s identity to her role in relation to a man, diminishing agency and individuality.",wife,ሚስት,Niitii,ሰበይቲ,
Gender,,"According to CIR workshop participants, “wife” can be used in abusive contexts to reduce a woman’s identity to her role in relation to a man, diminishing agency and individuality.",,,Jaartii,,
Gender,,"According to CIR workshop participants, “wimp” is used to demean perceived weakness or lack of assertiveness, targeting men and women to undermine confidence.",wimp,ልፍስፍስ,Lallaftuu,ፈራሕ ,
Gender,,"According to CIR workshop participants, “wimp” is used to demean perceived weakness or lack of assertiveness, targeting men and women to undermine confidence.",,,Humna buutuu, ሰበይታይ ,
Gender,,"According to CIR workshop participants, “witch” is used to stigmatize women who defy expectations, are anti-religious, enjoy tarot reading, or behave in ways that go against cultural norms. The term portrays independence or power as dangerous or immoral.",witch,ጠንቋይ,Xonqaayii,ጠንቋሊ,
Gender,,"According to CIR workshop participants, “witch” is used to stigmatize women who defy expectations, are anti-religious, enjoy tarot reading, or behave in ways that go against cultural norms. The term portrays independence or power as dangerous or immoral.",,,Falfaltuu,,
Gender,,"According to CIR workshop participants, “witch” is used to stigmatize women who defy expectations, are anti-religious, enjoy tarot reading, or behave in ways that go against cultural norms. The term portrays independence or power as dangerous or immoral.",,,Caattoo,,
Gender,,"According to CIR workshop participants, “witch” is used to stigmatize women who defy expectations, are anti-religious, enjoy tarot reading, or behave in ways that go against cultural norms. The term portrays independence or power as dangerous or immoral.",,,Moortuu,,
Gender,,"According to CIR workshop participants, “woman” can be weaponized in abusive contexts to belittle or restrict someone based on gender, often implying inferiority or limitation.",woman,ሴት,Dubartii,ሰብይቲ,
Gender,,"According to CIR workshop participants, “woman” can be weaponized in abusive contexts to belittle or restrict someone based on gender, often implying inferiority or limitation.",women,ሴቶች,Dubartoota,አንስቲ አጓላት,
Gender,,"According to CIR workshop participants, “womanising” targets men for sexual behaviour, often normalizing or excusing misogyny, while policing gendered sexual norms.",womanising,ሴት አሳዳጅ,Dhiira Dubartii adamsu,ጓል ዘጓዪ,
Gender,,"According to CIR workshop participants, “womanising” targets men for sexual behaviour, often normalizing or excusing misogyny, while policing gendered sexual norms.",,,Halalee,ዘዋሪ,
Gender,,"According to CIR workshop participants, “womanly” is used to enforce stereotypical traits, limiting behaviour and aspirations, and policing adherence to narrow gender roles. Often used to demean men for being too feminine. ",womanly,ወንዳገረድ,wandaa garadii,ሰበይታይ,
Gender,,"According to CIR workshop participants, “womanly” is used to enforce stereotypical traits, limiting behaviour and aspirations, and policing adherence to narrow gender roles. Often used to demean men for being too feminine. ",,አልጫ,Aliccaa dhiiraa,ፈራሕ,
Gender,,"According to CIR workshop participants, “womanly” is used to enforce stereotypical traits, limiting behaviour and aspirations, and policing adherence to narrow gender roles. Often used to demean men for being too feminine. ",,,Sangaa raadaa,ሰበይታይ,
Gender,,"According to CIR workshop participants, “womanly” is used to enforce stereotypical traits, limiting behaviour and aspirations, and policing adherence to narrow gender roles. Often used to demean men for being too feminine. ",,,,,
Gender,,"According to CIR & TikTok Workshop participtants, it is common to see posts commenting on women's role in society, as secondary to men. This normalises control, discipline, and even violence as acceptable behaviour. ",Women cannot lead,ሴት መምራት አትችልም,,,
Gender,,"According to CIR & TikTok Workshop participtants, it is common to see posts commenting on women's role in society, as secondary to men. This normalises control, discipline, and even violence as acceptable behaviour. ",Men should lead and women should follow,ወንድ ይምራ ሴት ትከተል,,,
Gender,,"According to CIR & TikTok Workshop participtants, it is common to see posts commenting on women's role in society, as secondary to men. This normalises control, discipline, and even violence as acceptable behaviour. ",a woman should submit to her husband because the Bible said,መጽሃፍ ቅዱስ እንደሚለው ሴት ለባሏ ትገዛ,,,
,,"According to CIR & TikTok Workshop participtants, it is common to see posts commenting on women's role in society, as secondary to men. This normalises control, discipline, and even violence as acceptable behaviour. ",Women should be submissive,የበታች መሆን አለባቸው,,,
Gender,,"According to CIR & TikTok Workshop participtants, it is common to see posts commenting on women's role in society, as secondary to men. This normalises control, discipline, and even violence as acceptable behaviour. ",,ሴቶት ታዛዥ,,,
Gender,,"According to CIR & TikTok Workshop participtants, it is common to see posts commenting on women's role in society, as secondary to men. This normalises control, discipline, and even violence as acceptable behaviour. ",Women are the HELP and should not try to act as the main character,ሴቶት አጋዥ ናቸው እnደ መሪ መሆን የለባቸውም,,,
Gender,,"According to CIR & TikTok Workshop participtants, it is common to see posts commenting on women's role in society, as secondary to men. This normalises control, discipline, and even violence as acceptable behaviour. ",patriarchy and male domination,አባታዊነትና የወንድ የበላይነት ,,,
Gender,,"According to CIR & TikTok Workshop participtants, it is common to see posts commenting on women's role in society, as secondary to men. This normalises control, discipline, and even violence as acceptable behaviour. ",women doesn't deserve to speak up,ሴቶች ድመጻቸውን ከፍ አርገው መናገር የለባቸውም,,,
Gender,,"According to CIR & TikTok Workshop participtants, it is common to see posts commenting on women's role in society, as secondary to men. This normalises control, discipline, and even violence as acceptable behaviour. ",don’t act like a woman,እንደሴት አትሁን ,,,
Gender,,"According to CIR & TikTok Workshop participtants, it is common to see posts commenting on women's role in society, as secondary to men. This normalises control, discipline, and even violence as acceptable behaviour. ","Am sure a man bought it, a man gave it ",ይሄኔ የሆነ ወንድ ነው የለቀቀብሽ,,,
Gender,,"According to CIR & TikTok Workshop participtants, it is common to see posts commenting on women's role in society, as secondary to men. This normalises control, discipline, and even violence as acceptable behaviour. ",don't be a woman,ሴት አትሁን,,,
Gender,,"According to CIR & TikTok Workshop participtants, it is common to see posts commenting on women's role in society, as secondary to men. This normalises control, discipline, and even violence as acceptable behaviour. ",go back to making the souce,ሴት ወደ ወጥሽ፣ ,,,
Gender,,"According to CIR & TikTok workshop participants, it's common to see comments on social media which state how women use their features to manipulate men. ",Women use their looks to manipulate men,ሴቶች መልካቸውን ወንድን ለማታለል ይጠቀማሉ,,,
Gender,,"According to CIR & TikTok workshop participants, it's common to see comments on social media which state how women use their features to manipulate men. ",Women use their bodies to manipulate men,ሴቶች ሰውነታቸውን ወንድን ለማታለል ይጠቀማሉ,,,
Gender,,"According to CIR & TikTok workshop participants, it's common to see comments on social media which state how women use their features to manipulate men. ",a woman is better off covered up,ሴት ሲበዛ ጎመን ጠነዛ,Lafa dubartiin baayyatu hamii malee hojiin hin jiru,አንስቲ ክበዝሓ ሃምሊ የህርራ,
Gender,,"According to CIR & TikTok workshop participants, it's common to see comments on social media which state how women use their features to manipulate men. ",Women use their beauty to manipulate men,ሴቶች ውበታቸውን ወንድን ለማታለል ይጠቀማሉ,,,
Gender,,"According to CIR & TikTok workshop participants, it's common to see comments on social media which state how women use their features to manipulate men. ",You’re only famous because of your body, ሴት ልጅ ስተከናነብ ነው የሚያምርባት፣ ,,,
Gender,,"According to CIR workshop participants, this phrase is used to delegitimize women’s collaboration and solidarity, reinforcing harmful gender stereotypes in social and professional contexts.",Women don’t work when gathered together,የሴቶች ቀን,Guyyaa Dubartootaa,ናይ ደቂ አንስትዮ ማዓልቲ,
Gender,,"According to CIR & TikTok workshop participants, insults targeting women’s social worth —  “worthless”, “you’re going to die alone” — are often used to delegitimise and ostracise. Such attacks often combine moral judgement with social stigma, undermining victims’ credibility and social standing. ",worthless,ዋጋ ቢስ,,,
,,"According to CIR & TikTok workshop participants, insults targeting women’s social worth —  “worthless”, “you’re going to die alone” — are often used to delegitimise and ostracise. Such attacks often combine moral judgement with social stigma, undermining victims’ credibility and social standing. ",,ዋጋ የሌለሽ,,,
Gender,,"According to CIR & TikTok workshop participants, insults targeting women’s social worth —  “worthless”, “you’re going to die alone” — are often used to delegitimise and ostracise. Such attacks often combine moral judgement with social stigma, undermining victims’ credibility and social standing. ",You're going to die alone,ብቻሽን ትሞቻለሽ,,,
Gender,,"According to CIR & TikTok workshop participants, insults targeting women’s social worth —  “worthless”, “you’re going to die alone” — are often used to delegitimise and ostracise. Such attacks often combine moral judgement with social stigma, undermining victims’ credibility and social standing. ","She’s lost her virginity, so she has no value ",ድንግልናዋን ያጣች ናት በማለት የሴትን ልጅ ዋጋ ማሳነስ,,,
Gender,,"According to CIR & TikTok workshop participants, insults targeting women’s social worth —  “worthless”, “you’re going to die alone” — are often used to delegitimise and ostracise. Such attacks often combine moral judgement with social stigma, undermining victims’ credibility and social standing. ",no one wants you,ማንም አይፈልግሽም,,,
Gender,,"According to CIR workshop participants, “you look like a man” is used to police appearance and enforce rigid gender norms, shaming women for not conforming to stereotypical femininity.",You look like a man,ወንድ ነው የምትመስይው,Akka Dhiiraa,"
 ስብአይ ኢኺ ትመስሊ",
Gender,,"According to CIR workshop participants, “you look like a man” is used to police appearance and enforce rigid gender norms, shaming women for not conforming to stereotypical femininity.",manly,ወንዳ ወንድ,Dubartii Dhiira Fakkaattu,,wendawend ? ??
,,"According to CIR workshop participants, “you’re not even pretty” is used to demean women by reducing their worth to physical appearance, reinforcing harmful beauty standards.",not pretty,አታምሪም,Hin Bareeddu,ቆንጆ አይኮንክን,
,,"According to CIR workshop participants, “you’re not even pretty” is used to demean women by reducing their worth to physical appearance, reinforcing harmful beauty standards.",not beautiful,,,,
Gender,,"According to CIR workshop participants, “you’re not even pretty” is used to demean women by reducing their worth to physical appearance, reinforcing harmful beauty standards.",You’re not even pretty,,,,
Gender,,"According to CIR workshop participants, “young lady” can be used patronizingly or abusively to belittle or control women and girls, often implying naivety or lesser authority.",young lady,ልጃገረድ,Dargaggeettii,ጓል አንስተይቲ,
Gender,,"According to CIR workshop participants, “young lady” can be used patronizingly or abusively to belittle or control women and girls, often implying naivety or lesser authority.",,,Saafela,,
Gender,,"According to CIR workshop participants, “young lady” can be used patronizingly or abusively to belittle or control women and girls, often implying naivety or lesser authority.",,,Dubree,,
Gender,,"According to CIR workshop participants, “young lady” can be used patronizingly or abusively to belittle or control women and girls, often implying naivety or lesser authority.",,,Qarree,,
Gender,,"According to CIR workshop participants, phrases like “raped you” are used as threats or insults to terrorize, humiliate, or silence survivors, perpetuating trauma and abuse.",raped you,መድፈር ነው፣ እደፍርሻለሁ፣,,,
Gender,,"According to CIR workshop participants, phrases like “raped you” are used as threats or insults to terrorize, humiliate, or silence survivors, perpetuating trauma and abuse.",it would be good to rape you,መድፈር ነበር,,,
Gender,,"According to CIR workshop participants, phrases like “raped you” are used as threats or insults to terrorize, humiliate, or silence survivors, perpetuating trauma and abuse.","you wanted to be raped, you asked for it",መደፈር ፈልገሽ ነው፣ ጠይቀሽ ነው,,,
Gender,,"According to CIR workshop participants, this term means similar to 'I would rape this'. Directly translated it means ""I'll ruin you"" or 2i'll de-purify you"".",I'll rape you,አበላሽሻለሁ,Gudeeduutu ture,ምዓመጽኹኺ,
,,"According to CIR workshop participants, this term means similar to 'I would rape this'. Directly translated it means ""I'll ruin you"" or 2i'll de-purify you"".",I would rape this,,,ምዕማጽ ነይሩ,
,,"According to CIR workshop participants, this term means similar to 'I would rape this'. Directly translated it means ""I'll ruin you"" or 2i'll de-purify you"".",I'll de-purify you,,,,
Gender,,"According to CIR workshop participants, this term means similar to 'I would rape this'. Directly translated it means ""I'll ruin you"" or 2i'll de-purify you"".",I'll ruin you,,Sin balleessa,ከበላሽወኪ እየ,
Gender,,"According to CIR workshop participants, this phrase is weaponized to shame and intimidate individuals by invoking family-based sexual violence, compounding stigma and harm. It signals deep routed misogyny whereby the shame associated with rape is only felt by the woman, even when it is allegedly carried out by a family member.",I bet your dad raped you,አባትሽ ደፍሮሽ ነው,Intala abbaan gudeede,አቦኺ ደፊሩኪ ድዩ,
Gender,,"According to CIR workshop participants, this phrase is weaponized to shame and intimidate individuals by invoking family-based sexual violence, compounding stigma and harm. It signals deep routed misogyny whereby the shame associated with rape is only felt by the woman, even when it is allegedly carried out by a family member.",your father raped you,,Hintala Abbaan sale,,
Gender,,"According to CIR workshop participants, “yummy mummy” sexualizes and objectifies women, often mothers, reducing them to appearance and sexual appeal rather than personhood.",Best old lady,የአሮጊት ምርጥ,Of-qaqqabduu,ናይ  ኣረጊት ፅብቅቲ,
Gender,,"According to CIR workshop participants, “yummy mummy” sexualizes and objectifies women, often mothers, reducing them to appearance and sexual appeal rather than personhood.",yummy mummy,የአሮጊት ቆንጆ,Of-kuultuu,,
Gender,,"According to CIR workshop participants, this is a derogatory term for homosexuals or bisexuals. According to participants within the Peace Tech Lab study, it holds stigmatising and demeaning connotations, and implies something “unnatural, sinful, western.”",bisexual,ቡሽቲ,Gadhee,ብሽቲ,Bushti
Gender,,"According to CIR workshop participants, this is a derogatory term for homosexuals or bisexuals. According to participants within the Peace Tech Lab study, it holds stigmatising and demeaning connotations, and implies something “unnatural, sinful, western.”",,ሉጢ,Luuxii,,
,,"According to CIR workshop participants, this is a derogatory term for homosexuals or bisexuals. According to participants within the Peace Tech Lab study, it holds stigmatising and demeaning connotations, and implies something “unnatural, sinful, western.”",,,Bukkittii,,
Gender,,"According to CIR workshop participants, this is a derogatory term for homosexuals or bisexuals. According to participants within the Peace Tech Lab study, it holds stigmatising and demeaning connotations, and implies something “unnatural, sinful, western.”",,,Haraamuu,,
Gender,Ethnic,"According to CIR workshop participants, this term is used to refer to young unmarried Oromo men.",,ቄሮ,Qeerroo,ቄሮ,
Gender,Ethnic,"According to CIR workshop participants, this term is used to refer to unmarried Oromo women.",,ቄሬ,Qarree,ቃሬ,
Gender,,"According to CIR workshop participants, this term is used to refer to a person who is perceived as incompetent. ",,ገልቱ,Nama ofitti hin amanne,ገልዒ,
Gender,,"According to CIR workshop participants, this term is used to refer to a person who is perceived as incompetent. ",,,Hirkattuu,,
Gender,,"According to CIR workshop participants, this term is used to say 'no one wants to marry you'.",,ቆሞ ቀር,Haftuu,ደው ኢላ ዝተረፈት,
Gender,,"According to a CIR wokrshop participant, this term is usually used to refer to women who are perceived to have a man's look, act and posture",,ወንዲላ,waan akka dhiiraa,ወዳ ወዶ,Wondila
Gender,,"According to CIR workshop participants, this term is used to describe a powerful person’s concubine.",,የባለስልጣን ቅምጥ,Sanyoo abbaa taayitaa,ናይ ባዐል ስልጣን ውሽማ,
Gender,,"According to CIR workshop participants, this term is used to describe a powerful person’s concubine.",,,sanyoo kaadiree,,
Gender,,"According to CIR workshop participants, this term is used to describe women who are explicit about sex related topics.",,ቂንጥራም,Qinxiraamee,ምጥሪ,
Gender,,"According to CIR workshop participants, this term means 'spreading her leg'.",,ብልቅጥ,Galagaltuu,ጋህሻር,
Gender,,"According to CIR workshop participants, this term means 'spreading her leg'.",,ጭን ከፋች,Luka Bantuu,ጋህታን,
,,"According to CIR & TikTok participants, this term means ""wax and gold"", which is an Amharic poetic tradition where surface meaning (“wax”) hides a deeper meaning (“gold”).",,ሰም እና ወርቅ,Sooko fi Sorgoo,,Sem ena Werk
Gender,,"According to CIR & TikTok participants, this is a form of body shaming in Amharic slang.",,,,,Anchin enkuan Gym jib aychereseshem
Ethnic,,"According to CIR workshop participants, this term means 'gun-bearer' or 'gun-man' and is largely used against other ethnic groups during conflict. ",arms bearer,ነፍጠኛ,nafxanya,ነፍጠኛ,nafetana
