hate_category_1,hate_category_2,explanation,english,amharic,afaan_oromo,tigregna,otherspellings,,,,,,,,,,,,,,,,,,,,
Ethnic,,"This term means ‘Cattle’ and is normally used against Oromos. Cattle are believed to follow, and not think, and thus the term is used to suggest that someone doesn't think on their own. According to the Peace Tech Lab study, it is used on social media to ""stigmatize political opponents or dissenting opinions. Many survey respondents indicated that this term is often used to attack ethnic Oromos.""",,,,,mengha,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to a CIR workshop, this term is often used to refer to people in the extreme south and west of Ethiopia.",Dark skinned,????,Shanqillaa,????,,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to a CIR workshop, this term is often used to refer to people in the extreme south and west of Ethiopia.",,???,Gurraacha,???,,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to a CIR workshop, this term is often used to refer to people in the extreme south and west of Ethiopia.",,???,,,,,,,,,,,,,,,,,,,,,,,
Ethnic,Gender,"According to a CIR workshop, this term is often used to refer to people in the extreme south and west of Ethiopia.",Dark-skinned woman ,??? ??,Garbittii,,,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to a CIR workshop, this term is often used to refer to people in the extreme south and west of Ethiopia.",uppity ,???,,,,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to Peace Tech Lab survey respondents, this term is used to refer to “people who do the worst openly,” like a “thief that has the audacity to steal in daylight” or a “daybreak robber.” Has been used to describe members of the TPLF. ",day hyena,???,weerartuu,??? ???,yekeni jibi,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to Peace Tech Lab survey respondents, this term is used to refer to “people who do the worst openly,” like a “thief that has the audacity to steal in daylight” or a “daybreak robber.” Has been used to describe members of the TPLF. ",daylight hyena,??? ??,warrabessa guyyaa,??? ???,yeken jeb,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to Peace Tech Lab survey respondents, this term is used to refer to “people who do the worst openly,” like a “thief that has the audacity to steal in daylight” or a “daybreak robber.” Has been used to describe members of the TPLF. ",daytime robber,??? ?? ????? ,,,jeqen jib,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to Peace Tech Lab survey respondents, this term is used to refer to “people who do the worst openly,” like a “thief that has the audacity to steal in daylight” or a “daybreak robber.” Has been used to describe members of the TPLF. ",,,,,jeken jiboch,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to Peace Tech Lab survey respondents, this term is used to refer to “people who do the worst openly,” like a “thief that has the audacity to steal in daylight” or a “daybreak robber.” Has been used to describe members of the TPLF. ",,,,,yeqen jib zerafiwoch,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to Peace Tech Lab survey respondents, this term is used to refer to “people who do the worst openly,” like a “thief that has the audacity to steal in daylight” or a “daybreak robber.” Has been used to describe members of the TPLF. ",,,,,yeken jib zerafiwoch,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to Peace Tech Lab workshop participants, this term is used by different groups against other groups because of the derogatory connotation it has in Ethiopian culture. Donkeys are commonly considered to be dumb, stubborn, and lazy. For example, according to CIR workshop participants, the term is used by Tigrayans against Amharas. The term has been documented in Ethiopian history and was notably used by the TPLF when they were leading a rebellion against Ethiopia’s central government in 1975.",donkey,???,Harree,???,Aheya,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to Peace Tech Lab workshop participants, this term is used by different groups against other groups because of the derogatory connotation it has in Ethiopian culture. Donkeys are commonly considered to be dumb, stubborn, and lazy. For example, according to CIR workshop participants, the term is used by Tigrayans against Amharas. The term has been documented in Ethiopian history and was notably used by the TPLF when they were leading a rebellion against Ethiopia’s central government in 1975.",donkey race ,???? ??,Sanyii Harree,?? ??? ???,Yeahya zer,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to Peace Tech Lab workshop participants, this term is used by different groups against other groups because of the derogatory connotation it has in Ethiopian culture. Donkeys are commonly considered to be dumb, stubborn, and lazy. For example, according to CIR workshop participants, the term is used by Tigrayans against Amharas. The term has been documented in Ethiopian history and was notably used by the TPLF when they were leading a rebellion against Ethiopia’s central government in 1975.",donkey dung,????,kotte-duudaa,???,hadgi,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to Peace Tech Lab workshop participants, this term is used by different groups against other groups because of the derogatory connotation it has in Ethiopian culture. Donkeys are commonly considered to be dumb, stubborn, and lazy. For example, according to CIR workshop participants, the term is used by Tigrayans against Amharas. The term has been documented in Ethiopian history and was notably used by the TPLF when they were leading a rebellion against Ethiopia’s central government in 1975.",donkey poo,,Fiinxaalummaa,,Adgi,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to Peace Tech Lab workshop participants, this term is used by different groups against other groups because of the derogatory connotation it has in Ethiopian culture. Donkeys are commonly considered to be dumb, stubborn, and lazy. For example, according to CIR workshop participants, the term is used by Tigrayans against Amharas. The term has been documented in Ethiopian history and was notably used by the TPLF when they were leading a rebellion against Ethiopia’s central government in 1975.",donkey poo,,Fiinxaaleyyii,,,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this terms means “evil eye” in Tigrinya, and implies that somebody is “possessed by an evil spirit.” or cursed. According to Peace Tech Lab's focus group participants and interviewees, ""this term is used to refer to members of the Amhara community, more specifically those from the Gojam region. Another participant depicted a wider use, saying, “Buda is the power of the evil eye. It is generally believed to be a power held and wielded by those in different social group such as ‘bete Israel’ (Ethiopian Judas).”""",evil eye ,,,??,buda,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this terms means “evil eye” in Tigrinya, and implies that somebody is “possessed by an evil spirit.” or cursed. According to Peace Tech Lab's focus group participants and interviewees, ""this term is used to refer to members of the Amhara community, more specifically those from the Gojam region. Another participant depicted a wider use, saying, “Buda is the power of the evil eye. It is generally believed to be a power held and wielded by those in different social group such as ‘bete Israel’ (Ethiopian Judas).”""",genocide,??? ????,Fixiinsa Sanyii,??? ?????,,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this terms means “evil eye” in Tigrinya, and implies that somebody is “possessed by an evil spirit.” or cursed. According to Peace Tech Lab's focus group participants and interviewees, ""this term is used to refer to members of the Amhara community, more specifically those from the Gojam region. Another participant depicted a wider use, saying, “Buda is the power of the evil eye. It is generally believed to be a power held and wielded by those in different social group such as ‘bete Israel’ (Ethiopian Judas).”""",race destruction,?? ????,Duguuggaa Sanyii,????,,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this terms means “evil eye” in Tigrinya, and implies that somebody is “possessed by an evil spirit.” or cursed. According to Peace Tech Lab's focus group participants and interviewees, ""this term is used to refer to members of the Amhara community, more specifically those from the Gojam region. Another participant depicted a wider use, saying, “Buda is the power of the evil eye. It is generally believed to be a power held and wielded by those in different social group such as ‘bete Israel’ (Ethiopian Judas).”""",,??????,Hamaa,????,,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this terms means “evil eye” in Tigrinya, and implies that somebody is “possessed by an evil spirit.” or cursed. According to Peace Tech Lab's focus group participants and interviewees, ""this term is used to refer to members of the Amhara community, more specifically those from the Gojam region. Another participant depicted a wider use, saying, “Buda is the power of the evil eye. It is generally believed to be a power held and wielded by those in different social group such as ‘bete Israel’ (Ethiopian Judas).”""",,????,Roirrisaa,??? ????,,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this terms means “evil eye” in Tigrinya, and implies that somebody is “possessed by an evil spirit.” or cursed. According to Peace Tech Lab's focus group participants and interviewees, ""this term is used to refer to members of the Amhara community, more specifically those from the Gojam region. Another participant depicted a wider use, saying, “Buda is the power of the evil eye. It is generally believed to be a power held and wielded by those in different social group such as ‘bete Israel’ (Ethiopian Judas).”""",hyenas,???,waraabeyyii,?????,,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this terms means “evil eye” in Tigrinya, and implies that somebody is “possessed by an evil spirit.” or cursed. According to Peace Tech Lab's focus group participants and interviewees, ""this term is used to refer to members of the Amhara community, more specifically those from the Gojam region. Another participant depicted a wider use, saying, “Buda is the power of the evil eye. It is generally believed to be a power held and wielded by those in different social group such as ‘bete Israel’ (Ethiopian Judas).”""",Invader,??? ,weerartuu,???,???,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this terms means “evil eye” in Tigrinya, and implies that somebody is “possessed by an evil spirit.” or cursed. According to Peace Tech Lab's focus group participants and interviewees, ""this term is used to refer to members of the Amhara community, more specifically those from the Gojam region. Another participant depicted a wider use, saying, “Buda is the power of the evil eye. It is generally believed to be a power held and wielded by those in different social group such as ‘bete Israel’ (Ethiopian Judas).”""",,,,,werari,,,,,,,,,,,,,,,,,,,,
Ethnic,,"This term has been used in recent years in regards to the TPLF, and by extention, Tigrayans during the conflict.",Junta ,???,Juntaa,???,,,,,,,,,,,,,,,,,,,,,
Ethnic,,"This term means ""leprosy infected"". It has historical significance as leprosy was a condition which caused fear due to its contagious nature. It is used in a derogatory or inflammatory way to stigmatise specific groups. Additionally, ""given the common misconception in Ethiopia that leprosy can be hereditary in addition to being contagious, the term then implies that members of the Amhara community carry and/or spread a disease, thus connoting that they are undesirable and unwelcome.""",leprosy infected,???,Qomaaxaa,???,komche,,,,,,,,,,,,,,,,,,,,
Ethnic,,"This term means ""leprosy infected"". It has historical significance as leprosy was a condition which caused fear due to its contagious nature. It is used in a derogatory or inflammatory way to stigmatise specific groups. Additionally, ""given the common misconception in Ethiopia that leprosy can be hereditary in addition to being contagious, the term then implies that members of the Amhara community carry and/or spread a disease, thus connoting that they are undesirable and unwelcome.""",,,Qurcii,???? ????,Komata,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this term means “locust-eater” in Amharic. The term is used mostly against people who are considered too poor to buy food, and instread must rely on eating locusts. It is considered dehumanising and has roots in the number of famines which have taken place in the Tigray region.",locust eater, ???? ??? ,soorattuu awwaannisaa,,anbetta belitta,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this term means “locust-eater” in Amharic. The term is used mostly against people who are considered too poor to buy food, and instread must rely on eating locusts. It is considered dehumanising and has roots in the number of famines which have taken place in the Tigray region.",,,,,anbeta belit,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this term means “locust-eater” in Amharic. The term is used mostly against people who are considered too poor to buy food, and instread must rely on eating locusts. It is considered dehumanising and has roots in the number of famines which have taken place in the Tigray region.",,,,,Anbeta girita,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this term means “locust-eater” in Amharic. The term is used mostly against people who are considered too poor to buy food, and instread must rely on eating locusts. It is considered dehumanising and has roots in the number of famines which have taken place in the Tigray region.",locust swarm,????? ???,Hoomaa Girrisaa,??? ???? ,girrisa,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this term means “locust-eater” in Amharic. The term is used mostly against people who are considered too poor to buy food, and instread must rely on eating locusts. It is considered dehumanising and has roots in the number of famines which have taken place in the Tigray region.",,,Hoomaa Awwaanisaa,,,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this term means “locust-eater” in Amharic. The term is used mostly against people who are considered too poor to buy food, and instread must rely on eating locusts. It is considered dehumanising and has roots in the number of famines which have taken place in the Tigray region.",leader of the swarm,????? ??,Mootii Girrisaa,?? ???  ???,girris-saa,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this term means “locust-eater” in Amharic. The term is used mostly against people who are considered too poor to buy food, and instread must rely on eating locusts. It is considered dehumanising and has roots in the number of famines which have taken place in the Tigray region.",,,,,girrissaa,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this term means “locust-eater” in Amharic. The term is used mostly against people who are considered too poor to buy food, and instread must rely on eating locusts. It is considered dehumanising and has roots in the number of famines which have taken place in the Tigray region.",,,Mootii  Awwaannisaa,,abbaa girrissa,,,,,,,,,,,,,,,,,,,,
Ethnic,,This word means 'parasite' and is often used by ethnic Oromos to attack people who work with people from other ethnic groups. ,parasite,????,Maxxantuu,,,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to a CIR workshop, this term is used in a negative sense. Currently used to refer to the Oromo.",turn to dominate,???,Tanyaa,??? ??,,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to a CIR workshop, this term is used in a negative sense. Currently used to refer to the Oromo.",,,warra yeroo,??? ????,,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to a CIR workshop, this term is used in a negative sense. Currently used to refer to the Oromo.",,,,??? ??,,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to a CIR workshop, this term is used in a negative sense. Currently used to refer to the Oromo.",,????,Baala gizee,??? ??,,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to a CIR workshop, this term is used in a negative sense. Currently used to refer to the Oromo.",racist,???,zaranyaa,???,Zaranyaa,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to a CIR workshop, this term is used in a negative sense. Currently used to refer to the Oromo.",,,nama ilaalcha sabummaa qabu,,zerenga,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to a CIR workshop, this term is used in a negative sense. Currently used to refer to the Oromo.",,,,,zareenyaa,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to a CIR workshop, this term is used in a negative sense. Currently used to refer to the Oromo.",,,,,temekehetana,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to a CIR workshop, this term is used in a negative sense. Currently used to refer to the Oromo.",Narrow racist,??? ???,,,tebab zerenya,,,,,,,,,,,,,,,,,,,,
Ethnic,,"This is a politically loaded, derogatory term which means 'revolutionary' or 'rebel'. It is applied to the TPLF, TPLF supporters and sometimes all Tigrayans. ",rebel,???,Wayyanee,???,weyane,,,,,,,,,,,,,,,,,,,,
Ethnic,,"This is a politically loaded, derogatory term which means 'revolutionary' or 'rebel'. It is applied to the TPLF, TPLF supporters and sometimes all Tigrayans. ",revolutionary,,,???? ??? ???? ????,woyane,,,,,,,,,,,,,,,,,,,,
Ethnic,,"This is a politically loaded, derogatory term which means 'revolutionary' or 'rebel'. It is applied to the TPLF, TPLF supporters and sometimes all Tigrayans. ",rebel’s servant,???? ????,Ergamtuu Wayyaanee,?? ??? ????,woyane's servant,,,,,,,,,,,,,,,,,,,,
Ethnic,,"This is a politically loaded, derogatory term which means 'revolutionary' or 'rebel'. It is applied to the TPLF, TPLF supporters and sometimes all Tigrayans. ",,,,,wayyaanee,,,,,,,,,,,,,,,,,,,,
Ethnic,,"This is a politically loaded, derogatory term which means 'revolutionary' or 'rebel'. It is applied to the TPLF, TPLF supporters and sometimes all Tigrayans. ",digital revolutionary,,,,digital woyane,,,,,,,,,,,,,,,,,,,,
Ethnic,,"This term is used by many across Ethiopia, from different ethnic groups to describe other groups as 'sell outs'.",sell out,???,Baandaa,???,banda,,,,,,,,,,,,,,,,,,,,
Ethnic,,"This term means 'Settler’. It is a derogatory term for people from the Amhara ethnic group and is rooted in the belief that Amharas settled on land belonging to other ethnic groups. According to the Peace Tech Lab study, ""in its broader meaning, workshop participants explained that “it is the opposite of indigenous, and can be defined as someone who came from another place but [...] he or she is unwelcome at that place.”""",Settler,???,Qubattuu,????,Sefari,,,,,,,,,,,,,,,,,,,,
Political,,"This term means 'Settler’. It is a derogatory term for people from the Amhara ethnic group and is rooted in the belief that Amharas settled on land belonging to other ethnic groups. According to the Peace Tech Lab study, ""in its broader meaning, workshop participants explained that “it is the opposite of indigenous, and can be defined as someone who came from another place but [...] he or she is unwelcome at that place.”""",,??,saafaarii,???,sefariwoch ,,,,,,,,,,,,,,,,,,,,
Political,,"This term means 'Settler’. It is a derogatory term for people from the Amhara ethnic group and is rooted in the belief that Amharas settled on land belonging to other ethnic groups. According to the Peace Tech Lab study, ""in its broader meaning, workshop participants explained that “it is the opposite of indigenous, and can be defined as someone who came from another place but [...] he or she is unwelcome at that place.”""",,,,,Menelik serafi,,,,,,,,,,,,,,,,,,,,
Political,,"This term means 'Settler’. It is a derogatory term for people from the Amhara ethnic group and is rooted in the belief that Amharas settled on land belonging to other ethnic groups. According to the Peace Tech Lab study, ""in its broader meaning, workshop participants explained that “it is the opposite of indigenous, and can be defined as someone who came from another place but [...] he or she is unwelcome at that place.”""",,?????,Madaqoo,?? ,mete,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop particpants, this term can mean 'uncivilised', 'uncultured' or 'bumpkin', as well as 'stiff' or 'inflexible'. It's a derogatory term used to refer to people who came from Gojam in the Amhara Region. People from this area have historically migrated to other areas in search of work and they usually were hired for daily labour. According to the Peace Tech Lab study, the term can be used ""in a derogatory way to target members of the Amhara ethinic group, it is inflammatory in particular when used in political debate and discourse, as its purpose is to denigrate and ridicule the whole group as inferior... The use of the term is dehumanizing and feeds into inter-ethnic prejudices and existing tensions and mistrust between communities.""",uncultured,???,qomcee,???,qomche,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop particpants, this term can mean 'uncivilised', 'uncultured' or 'bumpkin', as well as 'stiff' or 'inflexible'. It's a derogatory term used to refer to people who came from Gojam in the Amhara Region. People from this area have historically migrated to other areas in search of work and they usually were hired for daily labour. According to the Peace Tech Lab study, the term can be used ""in a derogatory way to target members of the Amhara ethinic group, it is inflammatory in particular when used in political debate and discourse, as its purpose is to denigrate and ridicule the whole group as inferior... The use of the term is dehumanizing and feeds into inter-ethnic prejudices and existing tensions and mistrust between communities.""",uncivilised,,,,qomce,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop particpants, this term can mean 'uncivilised', 'uncultured' or 'bumpkin', as well as 'stiff' or 'inflexible'. It's a derogatory term used to refer to people who came from Gojam in the Amhara Region. People from this area have historically migrated to other areas in search of work and they usually were hired for daily labour. According to the Peace Tech Lab study, the term can be used ""in a derogatory way to target members of the Amhara ethinic group, it is inflammatory in particular when used in political debate and discourse, as its purpose is to denigrate and ridicule the whole group as inferior... The use of the term is dehumanizing and feeds into inter-ethnic prejudices and existing tensions and mistrust between communities.""",,,,,qomchee,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop particpants, this term can mean 'uncivilised', 'uncultured' or 'bumpkin', as well as 'stiff' or 'inflexible'. It's a derogatory term used to refer to people who came from Gojam in the Amhara Region. People from this area have historically migrated to other areas in search of work and they usually were hired for daily labour. According to the Peace Tech Lab study, the term can be used ""in a derogatory way to target members of the Amhara ethinic group, it is inflammatory in particular when used in political debate and discourse, as its purpose is to denigrate and ridicule the whole group as inferior... The use of the term is dehumanizing and feeds into inter-ethnic prejudices and existing tensions and mistrust between communities.""",,,,,qomcee,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop particpants, this term can mean 'uncivilised', 'uncultured' or 'bumpkin', as well as 'stiff' or 'inflexible'. It's a derogatory term used to refer to people who came from Gojam in the Amhara Region. People from this area have historically migrated to other areas in search of work and they usually were hired for daily labour. According to the Peace Tech Lab study, the term can be used ""in a derogatory way to target members of the Amhara ethinic group, it is inflammatory in particular when used in political debate and discourse, as its purpose is to denigrate and ridicule the whole group as inferior... The use of the term is dehumanizing and feeds into inter-ethnic prejudices and existing tensions and mistrust between communities.""",,,,,komchie,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop particpants, this term can mean 'uncivilised', 'uncultured' or 'bumpkin', as well as 'stiff' or 'inflexible'. It's a derogatory term used to refer to people who came from Gojam in the Amhara Region. People from this area have historically migrated to other areas in search of work and they usually were hired for daily labour. According to the Peace Tech Lab study, the term can be used ""in a derogatory way to target members of the Amhara ethinic group, it is inflammatory in particular when used in political debate and discourse, as its purpose is to denigrate and ridicule the whole group as inferior... The use of the term is dehumanizing and feeds into inter-ethnic prejudices and existing tensions and mistrust between communities.""",,,,,komche,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop particpants, this term can mean 'uncivilised', 'uncultured' or 'bumpkin', as well as 'stiff' or 'inflexible'. It's a derogatory term used to refer to people who came from Gojam in the Amhara Region. People from this area have historically migrated to other areas in search of work and they usually were hired for daily labour. According to the Peace Tech Lab study, the term can be used ""in a derogatory way to target members of the Amhara ethinic group, it is inflammatory in particular when used in political debate and discourse, as its purpose is to denigrate and ridicule the whole group as inferior... The use of the term is dehumanizing and feeds into inter-ethnic prejudices and existing tensions and mistrust between communities.""",,,,,komiche,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop particpants, this term can mean 'uncivilised', 'uncultured' or 'bumpkin', as well as 'stiff' or 'inflexible'. It's a derogatory term used to refer to people who came from Gojam in the Amhara Region. People from this area have historically migrated to other areas in search of work and they usually were hired for daily labour. According to the Peace Tech Lab study, the term can be used ""in a derogatory way to target members of the Amhara ethinic group, it is inflammatory in particular when used in political debate and discourse, as its purpose is to denigrate and ridicule the whole group as inferior... The use of the term is dehumanizing and feeds into inter-ethnic prejudices and existing tensions and mistrust between communities.""",,,,,qomxa,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop particpants, this term can mean 'uncivilised', 'uncultured' or 'bumpkin', as well as 'stiff' or 'inflexible'. It's a derogatory term used to refer to people who came from Gojam in the Amhara Region. People from this area have historically migrated to other areas in search of work and they usually were hired for daily labour. According to the Peace Tech Lab study, the term can be used ""in a derogatory way to target members of the Amhara ethinic group, it is inflammatory in particular when used in political debate and discourse, as its purpose is to denigrate and ridicule the whole group as inferior... The use of the term is dehumanizing and feeds into inter-ethnic prejudices and existing tensions and mistrust between communities.""",,,,,qomche nafxanyaa,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop particpants, this term can mean 'uncivilised', 'uncultured' or 'bumpkin', as well as 'stiff' or 'inflexible'. It's a derogatory term used to refer to people who came from Gojam in the Amhara Region. People from this area have historically migrated to other areas in search of work and they usually were hired for daily labour. According to the Peace Tech Lab study, the term can be used ""in a derogatory way to target members of the Amhara ethinic group, it is inflammatory in particular when used in political debate and discourse, as its purpose is to denigrate and ridicule the whole group as inferior... The use of the term is dehumanizing and feeds into inter-ethnic prejudices and existing tensions and mistrust between communities.""",,,,,komche extremists,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop particpants, this term can mean 'uncivilised', 'uncultured' or 'bumpkin', as well as 'stiff' or 'inflexible'. It's a derogatory term used to refer to people who came from Gojam in the Amhara Region. People from this area have historically migrated to other areas in search of work and they usually were hired for daily labour. According to the Peace Tech Lab study, the term can be used ""in a derogatory way to target members of the Amhara ethinic group, it is inflammatory in particular when used in political debate and discourse, as its purpose is to denigrate and ridicule the whole group as inferior... The use of the term is dehumanizing and feeds into inter-ethnic prejudices and existing tensions and mistrust between communities.""",,,,,narrow minded komche,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this term is used to refer to youth groups in the Oromia region. This term was originally adopted by youth activists from the Oromo ethnic group who were integral to the 2018 protests, which eventually led to political change and reforms. While it is still used in Oromia as a term of political empowerment, self assertion and embodies the term ""change agent"", it has increasingly negative connotations across other ethnic groups. Although it is considered ethnic based hate, it can be used against individuals even if they do not belong to the Oromo ethnic group.",youth,??,Qeerroo,??,qerroo,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this term is used to refer to youth groups in the Oromia region. This term was originally adopted by youth activists from the Oromo ethnic group who were integral to the 2018 protests, which eventually led to political change and reforms. While it is still used in Oromia as a term of political empowerment, self assertion and embodies the term ""change agent"", it has increasingly negative connotations across other ethnic groups. Although it is considered ethnic based hate, it can be used against individuals even if they do not belong to the Oromo ethnic group.",change agent,????,,,qero,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this term is used to refer to youth groups in the Oromia region. This term was originally adopted by youth activists from the Oromo ethnic group who were integral to the 2018 protests, which eventually led to political change and reforms. While it is still used in Oromia as a term of political empowerment, self assertion and embodies the term ""change agent"", it has increasingly negative connotations across other ethnic groups. Although it is considered ethnic based hate, it can be used against individuals even if they do not belong to the Oromo ethnic group.",Female youth,???? ????,,,qarre,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this term is used to refer to youth groups in the Oromia region. This term was originally adopted by youth activists from the Oromo ethnic group who were integral to the 2018 protests, which eventually led to political change and reforms. While it is still used in Oromia as a term of political empowerment, self assertion and embodies the term ""change agent"", it has increasingly negative connotations across other ethnic groups. Although it is considered ethnic based hate, it can be used against individuals even if they do not belong to the Oromo ethnic group.",,,,,quero,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this term is used to refer to youth groups in the Oromia region. This term was originally adopted by youth activists from the Oromo ethnic group who were integral to the 2018 protests, which eventually led to political change and reforms. While it is still used in Oromia as a term of political empowerment, self assertion and embodies the term ""change agent"", it has increasingly negative connotations across other ethnic groups. Although it is considered ethnic based hate, it can be used against individuals even if they do not belong to the Oromo ethnic group.",,,,,querro,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this term is used to refer to youth groups in the Oromia region. This term was originally adopted by youth activists from the Oromo ethnic group who were integral to the 2018 protests, which eventually led to political change and reforms. While it is still used in Oromia as a term of political empowerment, self assertion and embodies the term ""change agent"", it has increasingly negative connotations across other ethnic groups. Although it is considered ethnic based hate, it can be used against individuals even if they do not belong to the Oromo ethnic group.",,,,,menga,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this term is used to refer to youth groups in the Oromia region. This term was originally adopted by youth activists from the Oromo ethnic group who were integral to the 2018 protests, which eventually led to political change and reforms. While it is still used in Oromia as a term of political empowerment, self assertion and embodies the term ""change agent"", it has increasingly negative connotations across other ethnic groups. Although it is considered ethnic based hate, it can be used against individuals even if they do not belong to the Oromo ethnic group.",,,,,mengha,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this term is used to refer to youth groups in the Oromia region. This term was originally adopted by youth activists from the Oromo ethnic group who were integral to the 2018 protests, which eventually led to political change and reforms. While it is still used in Oromia as a term of political empowerment, self assertion and embodies the term ""change agent"", it has increasingly negative connotations across other ethnic groups. Although it is considered ethnic based hate, it can be used against individuals even if they do not belong to the Oromo ethnic group.",,,,,qerroo,,,,,,,,,,,,,,,,,,,,
Ethnic,,"Literally means ""foreigner"" but predominantly used in Ethiopia to refer to white people. Very common since white people are still a curiosity in most parts of the country and usually not intended to be offensive but sometimes used in a pejorative manner.",foreigner ,????,,?????,faranji,,,,,,,,,,,,,,,,,,,,
Ethnic,,,,,,????,,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this term is usually used by people from Somalia/the Somali region of Ethiopia to refer to the wider/other Ethiopians. Arabs also use this term to refer to Ethiopian highlanders.",,????,Al-Habashii,?????,,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this is a derogatory name used for ethnic Oromos. Although it used to be an official name for Oromos prior to 1974, it was later banned due to the negative connotations the word possesses. ",,??,Gaallaa,??,gala,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this is a derogatory name used for ethnic Oromos. Although it used to be an official name for Oromos prior to 1974, it was later banned due to the negative connotations the word possesses. ",,???_?? ,,,gal,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this is a derogatory name used for ethnic Oromos. Although it used to be an official name for Oromos prior to 1974, it was later banned due to the negative connotations the word possesses. ",,?? ?? ,,,ga*a,,,,,,,,,,,,,,,,,,,,
Ethnic,,"According to CIR workshop participants, this is a derogatory name used for ethnic Oromos. Although it used to be an official name for Oromos prior to 1974, it was later banned due to the negative connotations the word possesses. ",,,,,gallaa,,,,,,,,,,,,,,,,,,,,
